DISTRITO,EDAD
PUEBLO LIBRE,51
LA VICTORIA,44
JESUS MARIA,48
LA VICTORIA,63
LA VICTORIA,60
JESUS MARIA,49
BREÑA,58
PUEBLO LIBRE,56
JESUS MARIA,54
LA VICTORIA,53
LA VICTORIA,52
JESUS MARIA,48
JESUS MARIA,76
BREÑA,76
BREÑA,64
LINCE,82
JESUS MARIA,58
LINCE,72
JESUS MARIA,68
PUEBLO LIBRE,37
JESUS MARIA,58
LA VICTORIA,59
LA VICTORIA,58
LINCE,53
BREÑA,87
LA VICTORIA,52
LA VICTORIA,54
BREÑA,56
LA VICTORIA,52
LA VICTORIA,49
BREÑA,53
LA VICTORIA,49
LA VICTORIA,51
LA VICTORIA,42
BREÑA,68
JESUS MARIA,50
JESUS MARIA,70
JESUS MARIA,48
LINCE,67
LINCE,43
BREÑA,51
LA VICTORIA,46
BREÑA,50
LA VICTORIA,58
BREÑA,63
BREÑA,61
BREÑA,59
BREÑA,67
JESUS MARIA,60
LA VICTORIA,90
LA VICTORIA,53
JESUS MARIA,62
PUEBLO LIBRE,53
JESUS MARIA,44
JESUS MARIA,55
LINCE,46
LA VICTORIA,47
JESUS MARIA,46
JESUS MARIA,67
JESUS MARIA,50
LINCE,80
LA VICTORIA,47
LA VICTORIA,58
LA VICTORIA,62
LA VICTORIA,57
JESUS MARIA,84
LA VICTORIA,64
LA VICTORIA,48
JESUS MARIA,67
LA VICTORIA,59
BREÑA,67
PUEBLO LIBRE,65
BREÑA,49
LINCE,58
LA VICTORIA,46
JESUS MARIA,46
LINCE,52
PUEBLO LIBRE,55
LA VICTORIA,62
LA VICTORIA,75
JESUS MARIA,73
JESUS MARIA,78
LA VICTORIA,45
BREÑA,76
JESUS MARIA,81
LINCE,43
PUEBLO LIBRE,78
JESUS MARIA,58
JESUS MARIA,59
JESUS MARIA,47
JESUS MARIA,76
LA VICTORIA,43
LA VICTORIA,60
LINCE,44
LINCE,60
JESUS MARIA,77
JESUS MARIA,57
JESUS MARIA,70
JESUS MARIA,46
LINCE,56
LINCE,64
JESUS MARIA,58
LINCE,64
LA VICTORIA,44
LA VICTORIA,51
LA VICTORIA,85
LINCE,54
BREÑA,70
LA VICTORIA,50
BREÑA,52
JESUS MARIA,67
LA VICTORIA,56
JESUS MARIA,50
BREÑA,44
PUEBLO LIBRE,53
LA VICTORIA,47
JESUS MARIA,54
LA VICTORIA,59
JESUS MARIA,74
LA VICTORIA,51
BREÑA,90
JESUS MARIA,48
JESUS MARIA,60
LA VICTORIA,65
BREÑA,47
PUEBLO LIBRE,82
PUEBLO LIBRE,44
PUEBLO LIBRE,59
JESUS MARIA,57
LA VICTORIA,55
LA VICTORIA,53
LA VICTORIA,62
JESUS MARIA,78
LA VICTORIA,73
JESUS MARIA,73
PUEBLO LIBRE,61
JESUS MARIA,63
JESUS MARIA,58
JESUS MARIA,50
JESUS MARIA,52
JESUS MARIA,59
LA VICTORIA,58
LINCE,70
PUEBLO LIBRE,61
LINCE,52
JESUS MARIA,50
LINCE,69
JESUS MARIA,47
PUEBLO LIBRE,86
LINCE,66
LA VICTORIA,57
PUEBLO LIBRE,50
LA VICTORIA,80
LA VICTORIA,61
LA VICTORIA,42
LINCE,62
JESUS MARIA,52
JESUS MARIA,53
LINCE,56
LA VICTORIA,50
JESUS MARIA,65
JESUS MARIA,56
BREÑA,63
LINCE,74
LINCE,71
LINCE,50
JESUS MARIA,49
LINCE,83
BREÑA,57
JESUS MARIA,59
LA VICTORIA,72
LA VICTORIA,58
BREÑA,69
JESUS MARIA,57
LA VICTORIA,62
JESUS MARIA,44
JESUS MARIA,61
JESUS MARIA,56
JESUS MARIA,57
PUEBLO LIBRE,63
BREÑA,51
LA VICTORIA,57
LA VICTORIA,46
LA VICTORIA,67
PUEBLO LIBRE,53
PUEBLO LIBRE,75
PUEBLO LIBRE,68
JESUS MARIA,47
PUEBLO LIBRE,56
PUEBLO LIBRE,75
PUEBLO LIBRE,63
PUEBLO LIBRE,62
LA VICTORIA,78
LA VICTORIA,68
LINCE,50
PUEBLO LIBRE,61
LA VICTORIA,42
LINCE,55
LA VICTORIA,59
BREÑA,68
PUEBLO LIBRE,64
LINCE,50
LINCE,48
LA VICTORIA,74
BREÑA,65
PUEBLO LIBRE,53
LINCE,48
LA VICTORIA,55
LA VICTORIA,62
LA VICTORIA,80
BREÑA,63
JESUS MARIA,51
LINCE,57
PUEBLO LIBRE,80
JESUS MARIA,48
BREÑA,68
LA VICTORIA,46
LA VICTORIA,46
JESUS MARIA,47
LA VICTORIA,56
JESUS MARIA,48
LA VICTORIA,51
PUEBLO LIBRE,46
PUEBLO LIBRE,47
JESUS MARIA,46
JESUS MARIA,51
JESUS MARIA,47
JESUS MARIA,67
PUEBLO LIBRE,51
JESUS MARIA,69
PUEBLO LIBRE,47
PUEBLO LIBRE,93
JESUS MARIA,60
BREÑA,75
JESUS MARIA,45
JESUS MARIA,50
JESUS MARIA,67
JESUS MARIA,54
LA VICTORIA,55
PUEBLO LIBRE,56
LA VICTORIA,42
LA VICTORIA,49
LA VICTORIA,57
PUEBLO LIBRE,58
BREÑA,71
LINCE,48
PUEBLO LIBRE,64
JESUS MARIA,73
JESUS MARIA,81
LA VICTORIA,49
JESUS MARIA,79
JESUS MARIA,52
JESUS MARIA,82
JESUS MARIA,58
JESUS MARIA,51
LA VICTORIA,51
LA VICTORIA,81
JESUS MARIA,62
JESUS MARIA,48
JESUS MARIA,59
LINCE,45
BREÑA,42
JESUS MARIA,46
BREÑA,46
PUEBLO LIBRE,46
PUEBLO LIBRE,46
LA VICTORIA,46
JESUS MARIA,74
JESUS MARIA,52
JESUS MARIA,47
BREÑA,57
JESUS MARIA,59
LINCE,75
LA VICTORIA,53
JESUS MARIA,45
LINCE,53
BREÑA,60
BREÑA,54
LINCE,85
JESUS MARIA,51
LA VICTORIA,55
LINCE,57
PUEBLO LIBRE,60
JESUS MARIA,66
JESUS MARIA,65
LA VICTORIA,54
LA VICTORIA,58
JESUS MARIA,50
BREÑA,86
LA VICTORIA,64
JESUS MARIA,45
JESUS MARIA,45
JESUS MARIA,44
JESUS MARIA,68
JESUS MARIA,49
LA VICTORIA,80
LA VICTORIA,51
JESUS MARIA,50
JESUS MARIA,58
JESUS MARIA,50
LA VICTORIA,50
JESUS MARIA,46
LINCE,67
PUEBLO LIBRE,46
JESUS MARIA,52
LINCE,65
PUEBLO LIBRE,58
JESUS MARIA,44
JESUS MARIA,58
PUEBLO LIBRE,45
LA VICTORIA,52
LINCE,51
JESUS MARIA,53
PUEBLO LIBRE,86
LA VICTORIA,60
LA VICTORIA,82
BREÑA,51
JESUS MARIA,82
BREÑA,52
JESUS MARIA,69
JESUS MARIA,48
LINCE,47
JESUS MARIA,50
LA VICTORIA,77
LA VICTORIA,58
JESUS MARIA,49
LINCE,52
JESUS MARIA,51
JESUS MARIA,56
JESUS MARIA,53
JESUS MARIA,49
LINCE,73
LINCE,61
LA VICTORIA,61
PUEBLO LIBRE,64
LA VICTORIA,51
JESUS MARIA,42
BREÑA,52
BREÑA,52
BREÑA,64
JESUS MARIA,59
BREÑA,46
LINCE,58
PUEBLO LIBRE,51
LINCE,44
PUEBLO LIBRE,49
JESUS MARIA,53
BREÑA,48
BREÑA,65
BREÑA,66
BREÑA,75
LA VICTORIA,50
LINCE,60
PUEBLO LIBRE,68
JESUS MARIA,54
PUEBLO LIBRE,58
PUEBLO LIBRE,55
JESUS MARIA,74
LA VICTORIA,57
LA VICTORIA,76
JESUS MARIA,53
JESUS MARIA,43
JESUS MARIA,87
LA VICTORIA,65
LINCE,43
PUEBLO LIBRE,46
LA VICTORIA,43
LA VICTORIA,43
JESUS MARIA,80
JESUS MARIA,65
JESUS MARIA,58
JESUS MARIA,43
LA VICTORIA,61
JESUS MARIA,64
LINCE,51
LINCE,54
LINCE,58
BREÑA,45
LINCE,92
PUEBLO LIBRE,49
LINCE,50
BREÑA,54
LA VICTORIA,44
LA VICTORIA,54
PUEBLO LIBRE,46
PUEBLO LIBRE,53
LINCE,45
JESUS MARIA,57
JESUS MARIA,45
LA VICTORIA,50
LA VICTORIA,53
LINCE,59
LA VICTORIA,49
JESUS MARIA,54
JESUS MARIA,47
LA VICTORIA,69
JESUS MARIA,63
BREÑA,43
LA VICTORIA,69
LA VICTORIA,46
LA VICTORIA,77
JESUS MARIA,78
PUEBLO LIBRE,53
JESUS MARIA,48
PUEBLO LIBRE,44
JESUS MARIA,62
JESUS MARIA,85
JESUS MARIA,58
JESUS MARIA,49
PUEBLO LIBRE,53
BREÑA,60
BREÑA,43
PUEBLO LIBRE,44
JESUS MARIA,67
LINCE,54
JESUS MARIA,46
PUEBLO LIBRE,66
PUEBLO LIBRE,45
PUEBLO LIBRE,44
JESUS MARIA,61
LINCE,70
BREÑA,79
JESUS MARIA,44
LINCE,43
JESUS MARIA,62
LINCE,44
LINCE,70
JESUS MARIA,52
LA VICTORIA,46
BREÑA,68
LINCE,50
LA VICTORIA,58
BREÑA,74
JESUS MARIA,68
JESUS MARIA,44
BREÑA,64
LINCE,63
JESUS MARIA,63
LA VICTORIA,58
JESUS MARIA,60
LA VICTORIA,71
BREÑA,79
LA VICTORIA,62
BREÑA,45
JESUS MARIA,67
JESUS MARIA,58
LA VICTORIA,75
LA VICTORIA,52
LA VICTORIA,58
LA VICTORIA,66
LINCE,42
LA VICTORIA,43
JESUS MARIA,51
JESUS MARIA,48
JESUS MARIA,51
JESUS MARIA,71
PUEBLO LIBRE,57
JESUS MARIA,53
PUEBLO LIBRE,62
LA VICTORIA,71
JESUS MARIA,46
JESUS MARIA,61
PUEBLO LIBRE,52
JESUS MARIA,49
LINCE,43
LINCE,43
JESUS MARIA,44
JESUS MARIA,68
LA VICTORIA,44
LINCE,42
JESUS MARIA,52
LA VICTORIA,43
BREÑA,80
LINCE,51
LA VICTORIA,58
JESUS MARIA,58
LA VICTORIA,61
JESUS MARIA,92
LA VICTORIA,60
LA VICTORIA,48
JESUS MARIA,65
JESUS MARIA,47
BREÑA,68
LA VICTORIA,55
LA VICTORIA,70
LINCE,54
LA VICTORIA,80
PUEBLO LIBRE,55
PUEBLO LIBRE,58
JESUS MARIA,59
JESUS MARIA,44
JESUS MARIA,58
JESUS MARIA,75
LINCE,48
JESUS MARIA,69
JESUS MARIA,68
LA VICTORIA,77
JESUS MARIA,56
PUEBLO LIBRE,42
LINCE,51
LINCE,64
LINCE,68
JESUS MARIA,54
BREÑA,46
LINCE,79
JESUS MARIA,44
JESUS MARIA,55
JESUS MARIA,57
LA VICTORIA,61
LA VICTORIA,60
LA VICTORIA,53
JESUS MARIA,55
JESUS MARIA,54
PUEBLO LIBRE,51
LA VICTORIA,50
BREÑA,55
LA VICTORIA,52
BREÑA,45
BREÑA,49
PUEBLO LIBRE,46
JESUS MARIA,42
JESUS MARIA,65
JESUS MARIA,49
BREÑA,48
JESUS MARIA,53
JESUS MARIA,72
PUEBLO LIBRE,48
LINCE,68
JESUS MARIA,63
JESUS MARIA,79
JESUS MARIA,54
LINCE,59
JESUS MARIA,91
JESUS MARIA,62
JESUS MARIA,56
JESUS MARIA,53
JESUS MARIA,59
LA VICTORIA,57
LINCE,44
PUEBLO LIBRE,44
JESUS MARIA,59
JESUS MARIA,60
PUEBLO LIBRE,55
JESUS MARIA,68
JESUS MARIA,66
JESUS MARIA,77
JESUS MARIA,64
BREÑA,66
JESUS MARIA,71
JESUS MARIA,56
JESUS MARIA,47
JESUS MARIA,50
JESUS MARIA,53
JESUS MARIA,47
JESUS MARIA,45
JESUS MARIA,48
BREÑA,62
JESUS MARIA,58
LA VICTORIA,60
JESUS MARIA,68
LA VICTORIA,64
LINCE,80
LA VICTORIA,54
JESUS MARIA,62
PUEBLO LIBRE,71
JESUS MARIA,49
BREÑA,42
JESUS MARIA,52
JESUS MARIA,46
JESUS MARIA,70
BREÑA,63
JESUS MARIA,57
JESUS MARIA,73
JESUS MARIA,52
JESUS MARIA,63
BREÑA,56
BREÑA,55
LA VICTORIA,62
JESUS MARIA,80
JESUS MARIA,49
LA VICTORIA,50
LA VICTORIA,61
JESUS MARIA,56
BREÑA,71
JESUS MARIA,61
JESUS MARIA,52
BREÑA,49
BREÑA,51
JESUS MARIA,69
LINCE,49
LINCE,57
JESUS MARIA,63
BREÑA,45
BREÑA,62
LINCE,53
LINCE,56
JESUS MARIA,48
LA VICTORIA,49
LINCE,54
PUEBLO LIBRE,62
LA VICTORIA,71
BREÑA,44
BREÑA,42
JESUS MARIA,72
LA VICTORIA,43
LA VICTORIA,58
BREÑA,61
JESUS MARIA,52
PUEBLO LIBRE,56
JESUS MARIA,48
JESUS MARIA,91
JESUS MARIA,46
JESUS MARIA,53
BREÑA,55
LA VICTORIA,61
JESUS MARIA,44
BREÑA,52
LA VICTORIA,54
JESUS MARIA,70
LA VICTORIA,62
LA VICTORIA,62
LA VICTORIA,50
LA VICTORIA,61
JESUS MARIA,60
LA VICTORIA,53
PUEBLO LIBRE,79
LINCE,87
PUEBLO LIBRE,72
LINCE,87
JESUS MARIA,44
JESUS MARIA,56
JESUS MARIA,66
LA VICTORIA,65
JESUS MARIA,45
JESUS MARIA,49
JESUS MARIA,45
JESUS MARIA,44
LA VICTORIA,66
JESUS MARIA,58
LA VICTORIA,62
LA VICTORIA,87
LA VICTORIA,76
JESUS MARIA,46
LINCE,55
JESUS MARIA,47
BREÑA,60
JESUS MARIA,43
JESUS MARIA,48
JESUS MARIA,72
JESUS MARIA,83
LINCE,67
JESUS MARIA,47
LA VICTORIA,70
LA VICTORIA,43
PUEBLO LIBRE,61
PUEBLO LIBRE,46
JESUS MARIA,46
LINCE,47
PUEBLO LIBRE,66
BREÑA,47
LINCE,50
LA VICTORIA,47
LINCE,53
JESUS MARIA,56
JESUS MARIA,49
JESUS MARIA,46
PUEBLO LIBRE,47
LA VICTORIA,48
LA VICTORIA,49
JESUS MARIA,48
LA VICTORIA,57
JESUS MARIA,54
PUEBLO LIBRE,48
JESUS MARIA,63
JESUS MARIA,50
PUEBLO LIBRE,63
LA VICTORIA,85
JESUS MARIA,56
JESUS MARIA,55
LA VICTORIA,48
LA VICTORIA,64
JESUS MARIA,77
LA VICTORIA,74
LA VICTORIA,50
JESUS MARIA,55
PUEBLO LIBRE,58
JESUS MARIA,58
JESUS MARIA,55
JESUS MARIA,77
LINCE,44
PUEBLO LIBRE,80
BREÑA,45
JESUS MARIA,59
BREÑA,53
BREÑA,43
PUEBLO LIBRE,46
LA VICTORIA,65
JESUS MARIA,64
BREÑA,73
JESUS MARIA,59
BREÑA,46
BREÑA,56
LA VICTORIA,65
PUEBLO LIBRE,46
LINCE,45
JESUS MARIA,64
LA VICTORIA,42
PUEBLO LIBRE,54
LINCE,48
PUEBLO LIBRE,62
PUEBLO LIBRE,45
LINCE,63
JESUS MARIA,67
LA VICTORIA,71
BREÑA,69
LA VICTORIA,62
LA VICTORIA,55
LA VICTORIA,58
LA VICTORIA,73
JESUS MARIA,51
JESUS MARIA,50
JESUS MARIA,75
LINCE,48
LA VICTORIA,75
LA VICTORIA,0
PUEBLO LIBRE,66
BREÑA,18
BREÑA,64
JESUS MARIA,57
BREÑA,73
LA VICTORIA,68
JESUS MARIA,53
JESUS MARIA,60
BREÑA,67
BREÑA,63
LINCE,54
JESUS MARIA,80
LINCE,48
JESUS MARIA,66
BREÑA,58
JESUS MARIA,54
JESUS MARIA,48
PUEBLO LIBRE,87
LA VICTORIA,90
BREÑA,62
JESUS MARIA,70
LA VICTORIA,49
JESUS MARIA,54
PUEBLO LIBRE,56
LA VICTORIA,43
LA VICTORIA,44
JESUS MARIA,48
PUEBLO LIBRE,61
JESUS MARIA,60
JESUS MARIA,81
LA VICTORIA,52
JESUS MARIA,61
JESUS MARIA,53
PUEBLO LIBRE,63
BREÑA,45
BREÑA,44
LA VICTORIA,55
JESUS MARIA,50
JESUS MARIA,76
JESUS MARIA,52
JESUS MARIA,61
LA VICTORIA,56
BREÑA,67
JESUS MARIA,60
LA VICTORIA,53
JESUS MARIA,62
JESUS MARIA,56
LA VICTORIA,43
LA VICTORIA,65
BREÑA,51
BREÑA,45
JESUS MARIA,63
JESUS MARIA,67
JESUS MARIA,70
BREÑA,67
JESUS MARIA,46
JESUS MARIA,46
JESUS MARIA,55
PUEBLO LIBRE,53
BREÑA,57
JESUS MARIA,62
JESUS MARIA,65
JESUS MARIA,59
JESUS MARIA,59
JESUS MARIA,51
JESUS MARIA,64
JESUS MARIA,43
JESUS MARIA,52
JESUS MARIA,45
JESUS MARIA,62
JESUS MARIA,70
LINCE,48
BREÑA,49
LINCE,85
BREÑA,44
JESUS MARIA,45
JESUS MARIA,80
JESUS MARIA,47
LINCE,45
LA VICTORIA,47
JESUS MARIA,53
JESUS MARIA,59
JESUS MARIA,53
LINCE,54
BREÑA,44
BREÑA,47
JESUS MARIA,87
LA VICTORIA,54
BREÑA,59
BREÑA,51
JESUS MARIA,58
LA VICTORIA,87
LA VICTORIA,47
LA VICTORIA,58
JESUS MARIA,55
PUEBLO LIBRE,63
PUEBLO LIBRE,75
BREÑA,51
BREÑA,63
LA VICTORIA,62
JESUS MARIA,61
JESUS MARIA,61
JESUS MARIA,59
BREÑA,83
JESUS MARIA,55
JESUS MARIA,99
LINCE,54
JESUS MARIA,55
BREÑA,48
JESUS MARIA,56
LINCE,72
PUEBLO LIBRE,61
JESUS MARIA,57
JESUS MARIA,49
JESUS MARIA,44
LA VICTORIA,64
JESUS MARIA,45
JESUS MARIA,43
LINCE,45
LINCE,21
BREÑA,68
JESUS MARIA,59
JESUS MARIA,75
JESUS MARIA,53
JESUS MARIA,42
LINCE,42
PUEBLO LIBRE,58
BREÑA,66
LA VICTORIA,68
JESUS MARIA,43
PUEBLO LIBRE,60
JESUS MARIA,49
JESUS MARIA,57
JESUS MARIA,42
JESUS MARIA,47
JESUS MARIA,65
LA VICTORIA,65
JESUS MARIA,100
BREÑA,65
LA VICTORIA,61
LINCE,66
BREÑA,56
LA VICTORIA,38
JESUS MARIA,58
LINCE,68
JESUS MARIA,58
BREÑA,58
BREÑA,72
LINCE,98
JESUS MARIA,61
BREÑA,75
BREÑA,38
JESUS MARIA,43
JESUS MARIA,49
LINCE,54
JESUS MARIA,48
JESUS MARIA,50
LINCE,73
BREÑA,48
LA VICTORIA,56
BREÑA,65
JESUS MARIA,56
JESUS MARIA,65
JESUS MARIA,56
JESUS MARIA,63
BREÑA,63
BREÑA,46
BREÑA,47
JESUS MARIA,43
BREÑA,44
PUEBLO LIBRE,61
LA VICTORIA,68
PUEBLO LIBRE,45
JESUS MARIA,48
JESUS MARIA,49
LA VICTORIA,85
PUEBLO LIBRE,43
JESUS MARIA,62
LA VICTORIA,55
BREÑA,70
BREÑA,72
JESUS MARIA,53
BREÑA,48
BREÑA,61
JESUS MARIA,52
BREÑA,51
LA VICTORIA,40
LA VICTORIA,48
JESUS MARIA,48
BREÑA,43
LA VICTORIA,50
PUEBLO LIBRE,45
LA VICTORIA,42
LA VICTORIA,42
BREÑA,44
LA VICTORIA,54
JESUS MARIA,50
JESUS MARIA,49
JESUS MARIA,42
LINCE,67
BREÑA,72
BREÑA,39
JESUS MARIA,54
LA VICTORIA,64
JESUS MARIA,61
LA VICTORIA,51
JESUS MARIA,40
LA VICTORIA,40
LA VICTORIA,50
LINCE,54
JESUS MARIA,77
JESUS MARIA,55
JESUS MARIA,75
JESUS MARIA,41
BREÑA,64
PUEBLO LIBRE,45
JESUS MARIA,45
LINCE,50
JESUS MARIA,82
JESUS MARIA,59
JESUS MARIA,65
PUEBLO LIBRE,58
BREÑA,68
LA VICTORIA,64
LA VICTORIA,71
JESUS MARIA,62
PUEBLO LIBRE,72
JESUS MARIA,75
JESUS MARIA,68
LINCE,57
JESUS MARIA,45
JESUS MARIA,70
BREÑA,50
BREÑA,65
BREÑA,60
JESUS MARIA,73
PUEBLO LIBRE,44
LINCE,67
JESUS MARIA,60
PUEBLO LIBRE,73
JESUS MARIA,65
LA VICTORIA,67
LA VICTORIA,71
LINCE,55
BREÑA,44
PUEBLO LIBRE,52
JESUS MARIA,52
JESUS MARIA,48
LA VICTORIA,68
LA VICTORIA,56
JESUS MARIA,73
JESUS MARIA,67
JESUS MARIA,56
BREÑA,57
BREÑA,79
PUEBLO LIBRE,48
JESUS MARIA,47
BREÑA,46
JESUS MARIA,73
JESUS MARIA,56
JESUS MARIA,57
LA VICTORIA,63
LINCE,64
JESUS MARIA,68
LINCE,41
LA VICTORIA,57
JESUS MARIA,50
JESUS MARIA,73
LINCE,57
JESUS MARIA,45
LA VICTORIA,41
BREÑA,59
LA VICTORIA,67
LINCE,47
LINCE,47
JESUS MARIA,42
LA VICTORIA,65
JESUS MARIA,68
PUEBLO LIBRE,98
LINCE,46
BREÑA,42
JESUS MARIA,54
BREÑA,54
JESUS MARIA,46
JESUS MARIA,52
JESUS MARIA,63
JESUS MARIA,57
JESUS MARIA,40
JESUS MARIA,49
JESUS MARIA,60
JESUS MARIA,48
LA VICTORIA,47
LA VICTORIA,44
BREÑA,41
BREÑA,48
JESUS MARIA,45
JESUS MARIA,40
LINCE,51
LA VICTORIA,70
LA VICTORIA,41
BREÑA,52
BREÑA,43
LA VICTORIA,47
LINCE,46
PUEBLO LIBRE,44
LA VICTORIA,22
JESUS MARIA,60
JESUS MARIA,41
JESUS MARIA,55
JESUS MARIA,41
JESUS MARIA,64
LA VICTORIA,47
LA VICTORIA,54
JESUS MARIA,54
LINCE,41
LA VICTORIA,39
JESUS MARIA,73
JESUS MARIA,78
PUEBLO LIBRE,52
BREÑA,56
LA VICTORIA,52
JESUS MARIA,37
JESUS MARIA,44
LINCE,45
JESUS MARIA,61
LA VICTORIA,42
LINCE,48
JESUS MARIA,39
JESUS MARIA,81
JESUS MARIA,38
LINCE,55
LA VICTORIA,56
LINCE,71
JESUS MARIA,63
JESUS MARIA,53
JESUS MARIA,51
BREÑA,52
BREÑA,49
JESUS MARIA,54
JESUS MARIA,45
BREÑA,58
JESUS MARIA,53
JESUS MARIA,51
JESUS MARIA,41
JESUS MARIA,44
JESUS MARIA,51
JESUS MARIA,38
JESUS MARIA,43
BREÑA,61
LINCE,48
LA VICTORIA,42
PUEBLO LIBRE,39
LA VICTORIA,79
JESUS MARIA,37
LA VICTORIA,88
LA VICTORIA,71
PUEBLO LIBRE,41
BREÑA,40
JESUS MARIA,74
LA VICTORIA,41
JESUS MARIA,61
LA VICTORIA,49
LA VICTORIA,51
BREÑA,67
LINCE,54
LA VICTORIA,43
LINCE,41
LA VICTORIA,75
LA VICTORIA,77
LA VICTORIA,71
PUEBLO LIBRE,38
JESUS MARIA,68
JESUS MARIA,43
JESUS MARIA,63
LINCE,59
JESUS MARIA,41
LA VICTORIA,58
LA VICTORIA,58
PUEBLO LIBRE,50
LA VICTORIA,43
BREÑA,55
PUEBLO LIBRE,62
BREÑA,52
BREÑA,50
LA VICTORIA,83
LA VICTORIA,33
LINCE,63
LA VICTORIA,62
JESUS MARIA,57
PUEBLO LIBRE,50
JESUS MARIA,39
JESUS MARIA,58
LA VICTORIA,49
LA VICTORIA,73
JESUS MARIA,44
JESUS MARIA,88
LA VICTORIA,49
JESUS MARIA,40
BREÑA,63
JESUS MARIA,43
JESUS MARIA,42
LA VICTORIA,64
LA VICTORIA,67
JESUS MARIA,61
LA VICTORIA,50
LA VICTORIA,78
LINCE,64
JESUS MARIA,45
JESUS MARIA,73
JESUS MARIA,50
JESUS MARIA,41
LINCE,43
JESUS MARIA,60
LA VICTORIA,72
JESUS MARIA,45
LA VICTORIA,79
JESUS MARIA,37
LINCE,81
LINCE,38
PUEBLO LIBRE,27
LA VICTORIA,58
PUEBLO LIBRE,58
PUEBLO LIBRE,54
JESUS MARIA,39
JESUS MARIA,76
JESUS MARIA,39
JESUS MARIA,52
LINCE,61
LINCE,42
LINCE,40
JESUS MARIA,57
JESUS MARIA,65
JESUS MARIA,47
LA VICTORIA,53
LA VICTORIA,52
JESUS MARIA,42
BREÑA,45
BREÑA,44
JESUS MARIA,53
JESUS MARIA,38
JESUS MARIA,68
JESUS MARIA,55
LA VICTORIA,41
BREÑA,40
LA VICTORIA,39
LA VICTORIA,67
LA VICTORIA,40
PUEBLO LIBRE,41
PUEBLO LIBRE,67
JESUS MARIA,41
LA VICTORIA,37
JESUS MARIA,41
LA VICTORIA,38
LA VICTORIA,56
JESUS MARIA,50
LA VICTORIA,53
LA VICTORIA,59
JESUS MARIA,41
JESUS MARIA,74
JESUS MARIA,83
JESUS MARIA,47
JESUS MARIA,39
JESUS MARIA,36
LA VICTORIA,61
BREÑA,41
JESUS MARIA,83
JESUS MARIA,51
PUEBLO LIBRE,38
LA VICTORIA,46
LINCE,55
JESUS MARIA,52
JESUS MARIA,42
LA VICTORIA,37
JESUS MARIA,55
JESUS MARIA,62
BREÑA,35
JESUS MARIA,53
JESUS MARIA,56
BREÑA,40
JESUS MARIA,38
BREÑA,40
LA VICTORIA,60
JESUS MARIA,44
JESUS MARIA,32
LA VICTORIA,58
LA VICTORIA,40
LINCE,80
JESUS MARIA,40
PUEBLO LIBRE,75
LA VICTORIA,43
JESUS MARIA,40
JESUS MARIA,37
PUEBLO LIBRE,44
JESUS MARIA,67
JESUS MARIA,42
LA VICTORIA,51
JESUS MARIA,59
LINCE,71
LINCE,68
LINCE,59
LINCE,43
LA VICTORIA,37
LA VICTORIA,54
JESUS MARIA,55
JESUS MARIA,73
LA VICTORIA,51
LA VICTORIA,55
PUEBLO LIBRE,51
LA VICTORIA,60
LINCE,62
JESUS MARIA,37
PUEBLO LIBRE,71
LA VICTORIA,37
LA VICTORIA,52
JESUS MARIA,39
JESUS MARIA,49
LA VICTORIA,38
LA VICTORIA,55
JESUS MARIA,41
LA VICTORIA,73
JESUS MARIA,64
LINCE,40
LINCE,47
JESUS MARIA,47
PUEBLO LIBRE,35
PUEBLO LIBRE,39
PUEBLO LIBRE,39
JESUS MARIA,38
JESUS MARIA,46
LA VICTORIA,49
LA VICTORIA,59
LA VICTORIA,77
JESUS MARIA,56
JESUS MARIA,76
BREÑA,83
LA VICTORIA,64
JESUS MARIA,54
LA VICTORIA,84
PUEBLO LIBRE,47
BREÑA,43
LA VICTORIA,56
PUEBLO LIBRE,76
PUEBLO LIBRE,50
JESUS MARIA,41
JESUS MARIA,43
JESUS MARIA,65
LA VICTORIA,38
JESUS MARIA,44
PUEBLO LIBRE,35
PUEBLO LIBRE,37
JESUS MARIA,43
JESUS MARIA,72
LA VICTORIA,39
LA VICTORIA,45
JESUS MARIA,58
LA VICTORIA,67
JESUS MARIA,39
LA VICTORIA,59
JESUS MARIA,39
LA VICTORIA,53
JESUS MARIA,38
LINCE,48
JESUS MARIA,57
JESUS MARIA,31
LINCE,69
LA VICTORIA,50
BREÑA,59
BREÑA,53
BREÑA,60
PUEBLO LIBRE,92
JESUS MARIA,46
LA VICTORIA,69
PUEBLO LIBRE,82
JESUS MARIA,57
PUEBLO LIBRE,44
JESUS MARIA,43
JESUS MARIA,61
LA VICTORIA,42
JESUS MARIA,41
JESUS MARIA,52
JESUS MARIA,35
JESUS MARIA,38
JESUS MARIA,57
JESUS MARIA,37
JESUS MARIA,40
LA VICTORIA,56
LINCE,50
JESUS MARIA,40
PUEBLO LIBRE,39
LA VICTORIA,63
JESUS MARIA,40
JESUS MARIA,37
LINCE,89
JESUS MARIA,42
JESUS MARIA,71
LA VICTORIA,71
JESUS MARIA,44
JESUS MARIA,43
JESUS MARIA,41
PUEBLO LIBRE,36
JESUS MARIA,52
LA VICTORIA,51
JESUS MARIA,34
JESUS MARIA,59
PUEBLO LIBRE,80
JESUS MARIA,52
JESUS MARIA,37
JESUS MARIA,56
PUEBLO LIBRE,38
JESUS MARIA,52
LA VICTORIA,48
